"Time"	"2 "
0.000	0.05844
0.002	-0.00046
0.004	-0.00732
0.006	0.03403
0.008	0.03159
0.010	-0.00641
0.012	0.06424
0.014	0.05981
0.016	-0.00015
0.018	0.00763
0.020	0.04349
0.022	-0.02228
0.024	-0.02045
0.026	0.02197
0.028	0.01648
0.030	-0.04303
0.032	-0.00122
0.034	-0.00763
0.036	-0.06195
0.038	-0.04547
0.040	-0.02411
0.042	-0.08041
0.044	-0.06454
0.046	-0.01419
0.048	-0.02335
0.050	-0.05692
0.052	-0.01038
0.054	-0.00565
0.056	-0.04486
0.058	-0.02701
0.060	0.01816
0.062	-0.03616
0.064	-0.03098
0.066	0.00320
0.068	-0.00092
0.070	-0.03250
0.072	0.02533
0.074	0.02838
0.076	-0.00717
0.078	0.00015
0.080	0.03876
0.082	-0.01709
0.084	-0.01572
0.086	0.01434
0.088	0.00839
0.090	-0.01999
0.092	0.03220
0.094	0.02243
0.096	-0.01434
0.098	0.00870
0.100	0.04517
0.102	-0.02335
0.104	-0.01175
0.106	0.03433
0.108	0.03632
0.110	0.01144
0.112	0.07294
0.114	0.06500
0.116	0.00946
0.118	0.00916
0.120	0.04913
0.122	0.00565
0.124	0.01236
0.126	0.04013
0.128	0.02563
0.130	-0.01587
0.132	0.02213
0.134	0.01862
0.136	-0.03281
0.138	-0.01450
0.140	0.01419
0.142	-0.07263
0.144	-0.06256
0.146	-0.00534
0.148	0.00305
0.150	-0.03418
0.152	0.00702
0.154	0.00671
0.156	-0.03769
0.158	-0.02853
0.160	0.00458
0.162	-0.04700
0.164	-0.04089
0.166	-0.00183
0.168	-0.00656
0.170	-0.04349
0.172	0.01373
0.174	0.00214
0.176	-0.03448
0.178	-0.01602
0.180	0.01221
0.182	-0.05280
0.184	-0.05386
0.186	-0.01633
0.188	-0.00854
0.190	-0.03815
0.192	0.01068
0.194	0.00977
0.196	-0.02106
0.198	-0.01770
0.200	0.01328
0.202	-0.02884
0.204	-0.01358
0.206	0.02151
0.208	0.00565
0.210	-0.01770
0.212	0.02884
0.214	0.02533
0.216	-0.01099
0.218	0.00992
0.220	0.05371
0.222	0.00610
0.224	0.00580
0.226	0.02151
0.228	0.01755
0.230	0.00214
0.232	0.05447
0.234	0.04471
0.236	-0.00534
0.238	-0.00122
0.240	0.02182
0.242	-0.02228
0.244	-0.03265
0.246	0.00305
0.248	-0.00137
0.250	-0.02579
0.252	0.01953
0.254	0.01038
0.256	-0.03418
0.258	-0.02380
0.260	0.01312
0.262	-0.04211
0.264	-0.03891
0.266	-0.01373
0.268	-0.02762
0.270	-0.05905
0.272	-0.00214
0.274	0.00015
0.276	-0.03387
0.278	-0.02975
0.280	-0.00931
0.282	-0.05997
0.284	-0.05295
0.286	-0.02930
0.288	-0.03418
0.290	-0.06012
0.292	-0.00748
0.294	-0.02075
0.296	-0.06348
0.298	-0.04791
0.300	-0.01297
0.302	-0.05295
0.304	-0.03403
0.306	-0.00061
0.308	0.00000
0.310	-0.02380
0.312	0.01465
0.314	0.00870
0.316	-0.01862
0.318	-0.00534
0.320	0.01984
0.322	-0.03204
0.324	-0.02823
0.326	0.00717
0.328	0.00885
0.330	-0.01541
0.332	0.03555
0.334	0.03098
0.336	-0.00107
0.338	0.01602
0.340	0.04684
0.342	0.01266
0.344	0.03189
0.346	0.03677
0.348	0.03677
0.350	0.03555
0.352	0.08911
0.354	0.07919
0.356	0.04089
0.358	0.07034
0.360	0.09903
0.362	0.03983
0.364	0.03647
0.366	0.06256
0.368	0.05844
0.370	0.03372
0.372	0.07202
0.374	0.05646
0.376	0.01312
0.378	0.01877
0.380	0.04044
0.382	-0.01328
0.384	-0.01587
0.386	0.00244
0.388	-0.00946
0.390	-0.02136
0.392	0.03494
0.394	0.03448
0.396	0.00381
0.398	0.01007
0.400	0.02136
0.402	-0.03204
0.404	-0.02289
0.406	0.00168
0.408	-0.00122
0.410	-0.02213
0.412	0.01389
0.414	-0.00198
0.416	-0.02457
0.418	-0.00061
0.420	0.02426
0.422	-0.02518
0.424	-0.00565
0.426	0.02869
0.428	0.02747
0.430	0.00916
0.432	0.05157
0.434	0.04242
0.436	0.00961
0.438	0.02762
0.440	0.05234
0.442	-0.00290
